trade,state_name,state,median_hourly_wage_usd,wage_differential_vs_national_pct,median_wage_source,license_regime,license_source
glass-glazing,Wisconsin,WI,34.71,41.27,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023, https://www.bls.gov/oes/current/oes_wi.htm","Wisconsin does not issue a specific state-level trade license for Glaziers or Glass & Glazing contractors. However, contractors performing residential construction or remodeling work on one- and two-family dwellings that require building permits must hold a Dwelling Contractor Certification (for the business) and employ/designate a Dwelling Contractor Qualifier (for the individual) through the Department of Safety and Professional Services (DSPS). Commercial glazing work does not require a trade-specific state license, but is regulated through local municipal building codes and permitting processes.","Wisconsin Department of Safety and Professional Services (DSPS), 2024, https://dsps.wi.gov/Pages/Professions/DwellingContractor/Default.aspx"
glass-glazing,Wyoming,WY,23.67,-6.55,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates: Wyoming (SOC 47-2121), 2024, https://www.bls.gov/oes/current/oes_wy.htm",Wyoming does not require a state-level contractor license for glass and glazing contractors. Contracting licenses for general construction and specialty trades (other than electrical) are regulated locally at the municipal or county level (such as in Cheyenne or Casper).,"Wyoming Department of Workforce Services, 2025 Directory of Licensed Occupations in Wyoming, 2025"
doors-access,Alabama,AL,21.39,-21.04,"U.S. Bureau of Labor Statistics, Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes472031.htm","Alabama does not issue a single trade license for door and access installation. Commercial construction projects valued at $100,000 or more require a General Contractor license from the Alabama Licensing Board for General Contractors (ALBGC). Residential construction or remodeling exceeding $10,000 requires a license from the Alabama Home Builders Licensure Board (AHBLB), which offers Unlimited, Limited, and Roofer tiers. Projects falling below these monetary thresholds are governed by local municipal or county business licensing and trade permitting requirements.","Alabama Licensing Board for General Contractors, 2026, https://genconbd.alabama.gov"
doors-access,Alaska,AK,29.9,10.37,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ak.htm","State-level contractor registration is required in Alaska through the Department of Commerce, Community, and Economic Development (DCCED) Division of Corporations, Business and Professional Licensing. Door and access work falls under the Specialty Contractor registration (limited to a maximum of three trade categories), General Contractor registration, or Handyman Contractor registration (for projects with aggregate costs of $10,000 or less).","Alaska Department of Commerce, Community, and Economic Development (DCCED) Division of Corporations, Business and Professional Licensing, 2024, https://www.commerce.alaska.gov/web/cbpl/ProfessionalLicensing/ConstructionContractors.aspx"
doors-access,Arizona,AZ,24.12,-10.96,"U.S. Bureau of Labor Statistics, May 2023 OEWS State and National Occupational Employment and Wage Estimates, 2024, https://www.bls.gov/oes/current/oes_az.htm","A state-level license issued by the Arizona Registrar of Contractors (AZ ROC) is required for any construction, installation, or repair work exceeding $1,000 in value (or requiring a building permit). Arizona offers three primary licensing tiers: Commercial, Residential, and Dual (covering both commercial and residential). Doors & Access work falls under specialty classifications such as R-7 Carpentry (Residential), C-07 Carpentry (Commercial), or CR-7 Carpentry (Dual).","Arizona Registrar of Contractors (AZ ROC), 2026, https://roc.az.gov"
doors-access,Arkansas,AR,21.58,-20.34,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ar.htm","State-level contractor licensing is required in Arkansas through the Arkansas Contractors Licensing Board (ACLB) for commercial projects valued at $50,000 or more and residential projects over $2,000. Tiers include Commercial Contractor, Residential Builder, Residential Remodeler (Limited under $50,000 and Unlimited), and Home Improvement Specialty License (Limited under $50,000 and Unlimited, covering specialty trade work such as doors, windows, and finish carpentry). Specialty home improvement licensees are exempt from the state Business & Law exam.","Arkansas Contractors Licensing Board (ACLB), Department of Labor and Licensing, 2024, https://aclb.arkansas.gov"
doors-access,California,CA,32.87,21.34,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ca.htm","A state-level license issued by the California Contractors State License Board (CSLB) is required for any trade work where labor and materials total $500 or more. The specific classification for this trade is Class C-61 (Limited Specialty) with subclassification D-28 (Doors, Gates and Actuating Devices Contractor). Requirements include at least 4 years of journey-level experience and passing the CSLB Law and Business examination.","California Contractors State License Board (CSLB), 2024"
doors-access,Colorado,CO,27.78,2.55,"U.S. Bureau of Labor Statistics, May 2023 OEWS State Occupational Employment and Wage Estimates - Colorado (SOC 47-2031 Carpenters), 2024, https://www.bls.gov/oes/current/oes_co.htm","No state-level contractor license is required for carpenters or door & access trade contractors in Colorado. State-level licensing through the Colorado Department of Regulatory Agencies (DORA) is restricted to electrical and plumbing trades. Carpenter and specialty trade contractor licensing is administered locally at the city or county level (e.g., Denver Community Planning and Development Class A, B, C, or D licenses).","Colorado Department of Regulatory Agencies (DORA), 2024, https://dora.colorado.gov"
doors-access,Connecticut,CT,30.51,12.62,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023 State Occupational Employment and Wage Estimates for Connecticut, https://www.bls.gov/oes/2023/may/oes_ct.htm and May 2023 National Occupational Employment and Wage Estimates, https://www.bls.gov/oes/2023/may/oes_nat.htm","Connecticut does not issue a standalone trade license specifically for general carpentry or door installation. However, state law requires contractors who perform residential improvements (including door installation) exceeding $200 per project or $1,000 annually to register as a Home Improvement Contractor (HIC) with the Department of Consumer Protection (DCP). Contractors undertaking large-scale commercial or institutional work register as Major Contractors with the DCP.","Connecticut Department of Consumer Protection (DCP), 2024"
doors-access,Delaware,DE,28.74,6.09,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/2023/may/oes_de.htm","Delaware does not require a state-level occupational trade license for carpenters or door/access installers (SOC 47-2031). However, all contractors operating in the state must register and obtain a state contractor business license from the Delaware Division of Revenue, structured as either a Resident Contractor License or a Non-Resident Contractor License. Specific building permits and trade registration may be mandated locally at the county or municipal level.","Delaware Division of Revenue, 2024, https://revenue.delaware.gov"
doors-access,Florida,FL,22.85,-15.65,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_fl.htm","Contractor licensing is regulated at the state level by the Florida Department of Business and Professional Regulation (DBPR) Construction Industry Licensing Board (CILB) under Florida Statutes Chapter 489. Florida maintains a two-tiered licensing structure: Certified licenses allow contractors to operate statewide, while Registered licenses restrict practice to specific local county or city jurisdictions. Door and access work falls under certified specialty contractor categories (such as Window and Door Installation Specialty Contractor, Garage Door Installation Specialty Contractor, Specialty Structure Contractor, or Structural Carpentry) or broader General/Building/Residential Contractor licenses.","Florida Department of Business and Professional Regulation (DBPR) Construction Industry Licensing Board, 2024"
doors-access,Georgia,GA,23.43,-13.51,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023 (released April 2024), https://www.bls.gov/oes/current/oes_ga.htm","At the state level, traditional specialty trade contractors (including door, window, and finish carpentry installers under SOC 47-2031) are exempt from general/residential contractor licensing under O.C.G.A. § 43-41-17, provided they perform work strictly within their specialty scope. However, state licensure via the Georgia State Licensing Board for Residential and General Contractors is required for project scopes over $2,500 involving residential or general contracting. State contractor license tiers include Residential Basic, Residential-Light Commercial, General Contractor Limited Tier, and General Contractor. Local municipal or county business licenses and permits may also apply.","Georgia State Licensing Board for Residential and General Contractors / Georgia Secretary of State, 2024, O.C.G.A. § 43-41-17, https://sos.ga.gov"
